[Header]
Data File Name	C:\GCMSsolution\Data\Betty_Hong\181026\181026_mango_N3_split2.qgd
Output Date	10/26/2018
Output Time	7:44:16 PM

[File Information]
Type	Data File
Generated	10/26/2018 5:23:39 PM
Generated by	Admin
Modified	10/26/2018 5:40:26 PM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	10/26/2018 5:24:26 PM
Type	Unknown
Level	1
Sample Name	181026_mango_N3_split2
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	-1
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\GCMSsolution\Data\Betty_Hong\181026\181026_mango_N3_split2.qgd
Method File	C:\GCMSsolution\Data\Betty_Hong\SPME_Headspace_Split2_180717.qgm
Batch File	
Report Format File	
Tuning File	C:\GCMSsolution\System\Tune1\20181017.qgt

[File Description]


[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	4500
Start Time(min)	1.000
End Time(min)	15.997
Ret.Time	Absolute Intensity	Relative Intensity
11.893	744158	1.10
11.897	745859	1.10
11.900	745082	1.10
11.903	741031	1.10
11.907	737805	1.09
11.910	737431	1.09
11.913	734793	1.09
11.917	733322	1.09
11.920	731226	1.08
11.923	728188	1.08
11.927	728925	1.08
11.930	730937	1.08
11.933	732321	1.08
11.937	733891	1.09
11.940	734100	1.09
11.943	734630	1.09
11.947	734746	1.09
11.950	734105	1.09
11.953	732543	1.08
11.957	731062	1.08
11.960	730314	1.08
11.963	730389	1.08
11.967	731979	1.08
11.970	731046	1.08
11.973	730217	1.08
11.977	731021	1.08
11.980	728626	1.08
11.983	727359	1.08
11.987	727828	1.08
11.990	726693	1.08
11.993	725972	1.08
11.997	723893	1.07
12.000	723724	1.07
12.003	726768	1.08
12.007	728630	1.08
12.010	727687	1.08
12.013	727874	1.08
12.017	730180	1.08
12.020	730143	1.08
12.023	728804	1.08
12.027	728001	1.08
12.030	728257	1.08
12.033	729977	1.08
12.037	730222	1.08
12.040	728796	1.08
12.043	727829	1.08
12.047	726340	1.08
12.050	726229	1.08
12.053	728020	1.08
12.057	730008	1.08
12.060	730204	1.08
12.063	730108	1.08
12.067	730470	1.08
12.070	730096	1.08
12.073	729990	1.08
12.077	733090	1.09
12.080	735217	1.09
12.083	734983	1.09
12.087	733281	1.09
12.090	734094	1.09
12.093	738180	1.09
12.097	743428	1.10
12.100	749385	1.11
12.103	759536	1.12
12.107	777401	1.15
12.110	802693	1.19
12.113	826134	1.22
12.117	843700	1.25
12.120	852789	1.26
12.123	851884	1.26
12.127	841272	1.25
12.130	825580	1.22
12.133	802681	1.19
12.137	776851	1.15
12.140	758657	1.12
12.143	749094	1.11
12.147	743392	1.10
12.150	739270	1.09
12.153	735116	1.09
12.157	733798	1.09
12.160	735212	1.09
12.163	737581	1.09
12.167	741456	1.10
12.170	753140	1.12
12.173	775726	1.15
12.177	807486	1.20
12.180	846691	1.25
12.183	891645	1.32
12.187	933591	1.38
12.190	957569	1.42
12.193	957511	1.42
12.197	933610	1.38
12.200	894147	1.32
12.203	851574	1.26
12.207	814528	1.21
12.210	784747	1.16
12.213	763489	1.13
12.217	753087	1.12
12.220	746586	1.11
12.223	740875	1.10
12.227	735467	1.09
12.230	732453	1.08
12.233	732399	1.08
12.237	732309	1.08
12.240	729944	1.08
12.243	729157	1.08
12.247	729601	1.08
12.250	729828	1.08
12.253	729433	1.08
12.257	729310	1.08
12.260	729821	1.08
12.263	730541	1.08
12.267	730026	1.08
12.270	730220	1.08
12.273	735497	1.09
12.277	740570	1.10
12.280	741296	1.10
12.283	744025	1.10
12.287	747020	1.11
12.290	746644	1.11
12.293	741454	1.10
12.297	740738	1.10
12.300	740931	1.10
12.303	738745	1.09
12.307	737733	1.09
12.310	741324	1.10
12.313	749947	1.11
12.317	763608	1.13
12.320	782568	1.16
12.323	804540	1.19
12.327	826986	1.22
12.330	845307	1.25
12.333	852508	1.26
12.337	851098	1.26
12.340	838880	1.24
12.343	815544	1.21
12.347	790917	1.17
12.350	773183	1.15
12.353	762215	1.13
12.357	751904	1.11
12.360	744344	1.10
12.363	741293	1.10
12.367	737806	1.09
12.370	734790	1.09
12.373	732384	1.08
12.377	730713	1.08
12.380	729661	1.08
12.383	729644	1.08
12.387	732351	1.08
12.390	737239	1.09
12.393	741132	1.10
12.397	746852	1.11
12.400	760177	1.13
12.403	778117	1.15
12.407	795937	1.18
12.410	812775	1.20
12.413	825826	1.22
12.417	834612	1.24
12.420	836753	1.24
12.423	830083	1.23
12.427	814500	1.21
12.430	795597	1.18
12.433	781620	1.16
12.437	773193	1.15
12.440	768273	1.14
12.443	768132	1.14
12.447	768517	1.14
12.450	765507	1.13
12.453	759902	1.13
12.457	754810	1.12
12.460	750004	1.11
12.463	746440	1.11
12.467	742593	1.10
12.470	737488	1.09
12.473	735113	1.09
12.477	734918	1.09
12.480	734832	1.09
12.483	734822	1.09
12.487	732681	1.09
12.490	729646	1.08
12.493	727195	1.08
12.497	726069	1.08
12.500	727126	1.08
12.503	727456	1.08
12.507	727372	1.08
12.510	725847	1.07
12.513	724439	1.07
12.517	725217	1.07
12.520	727396	1.08
12.523	728217	1.08
12.527	729158	1.08
12.530	729503	1.08
12.533	727950	1.08
12.537	728161	1.08
12.540	728117	1.08
12.543	728581	1.08
12.547	732769	1.09
12.550	734139	1.09
12.553	732752	1.09
12.557	732720	1.09
12.560	735139	1.09
12.563	738647	1.09
12.567	740777	1.10
12.570	742902	1.10
12.573	742959	1.10
12.577	742874	1.10
12.580	742926	1.10
12.583	740970	1.10
12.587	737264	1.09
12.590	735036	1.09
12.593	732946	1.09
12.597	729943	1.08
12.600	728417	1.08
12.603	726236	1.08
12.607	725279	1.07
12.610	725421	1.07
12.613	725695	1.07
12.617	727854	1.08
12.620	727784	1.08
12.623	726521	1.08
12.627	727085	1.08
12.630	728461	1.08
12.633	728578	1.08
12.637	727548	1.08
12.640	725894	1.08
12.643	725122	1.07
12.647	725239	1.07
12.650	725213	1.07
12.653	724640	1.07
12.657	725116	1.07
12.660	725131	1.07
12.663	723309	1.07
12.667	721565	1.07
12.670	721201	1.07
12.673	719653	1.07
12.677	719762	1.07
12.680	722985	1.07
12.683	723917	1.07
12.687	724740	1.07
12.690	726605	1.08
12.693	725748	1.07
12.697	723649	1.07
12.700	724099	1.07
12.703	724922	1.07
12.707	722877	1.07
12.710	721958	1.07
12.713	722091	1.07
12.717	722054	1.07
12.720	721968	1.07
12.723	721567	1.07
12.727	720711	1.07
12.730	720108	1.07
12.733	719571	1.07
12.737	719620	1.07
12.740	721188	1.07
12.743	721892	1.07
12.747	721598	1.07
12.750	720861	1.07
12.753	720488	1.07
12.757	721160	1.07
12.760	722002	1.07
12.763	720817	1.07
12.767	719831	1.07
12.770	720859	1.07
12.773	720242	1.07
12.777	719228	1.07
12.780	721894	1.07
12.783	722078	1.07
12.787	718438	1.06
12.790	716122	1.06
12.793	716206	1.06
12.797	715459	1.06
12.800	715830	1.06
12.803	718318	1.06
12.807	718606	1.06
12.810	717023	1.06
12.813	716006	1.06
12.817	717904	1.06
12.820	720240	1.07
12.823	719996	1.07
12.827	720032	1.07
12.830	720219	1.07
12.833	719708	1.07
12.837	718787	1.06
12.840	717957	1.06
12.843	718345	1.06
12.847	717987	1.06
12.850	717384	1.06
12.853	716700	1.06
12.857	714811	1.06
12.860	714747	1.06
12.863	716567	1.06
12.867	718379	1.06
12.870	719028	1.06
12.873	718944	1.06
12.877	717673	1.06
12.880	716035	1.06
12.883	715123	1.06
12.887	714256	1.06
12.890	713898	1.06
12.893	714104	1.06
12.897	714376	1.06
12.900	715649	1.06
12.903	717596	1.06
12.907	718968	1.06
12.910	722245	1.07
12.913	727830	1.08
12.917	733108	1.09
12.920	736699	1.09
12.923	740974	1.10
12.927	745305	1.10
12.930	745446	1.10
12.933	743867	1.10
12.937	739470	1.10
12.940	733208	1.09
12.943	727750	1.08
12.947	722165	1.07
12.950	719769	1.07
12.953	719713	1.07
12.957	717406	1.06
12.960	714047	1.06
12.963	713883	1.06
12.967	714306	1.06
12.970	713636	1.06
12.973	712821	1.06
12.977	713977	1.06
12.980	714473	1.06
12.983	714122	1.06
12.987	714215	1.06
12.990	714471	1.06
12.993	715215	1.06
12.997	714587	1.06
13.000	714077	1.06
13.003	716733	1.06
13.007	719191	1.07
13.010	719540	1.07
13.013	719115	1.07
13.017	717161	1.06
13.020	716398	1.06
13.023	714247	1.06
13.027	713120	1.06
13.030	714789	1.06
13.033	718234	1.06
13.037	721103	1.07
13.040	724530	1.07
13.043	726309	1.08
13.047	729482	1.08
13.050	735292	1.09
13.053	739138	1.09
13.057	739523	1.10
13.060	739166	1.09
13.063	736455	1.09
13.067	731618	1.08
13.070	724701	1.07
13.073	719407	1.07
13.077	718161	1.06
13.080	719394	1.07
13.083	721703	1.07
13.087	722093	1.07
13.090	723433	1.07
13.093	724629	1.07
13.097	721995	1.07
13.100	719056	1.06
13.103	718991	1.06
13.107	717918	1.06
13.110	718025	1.06
13.113	721430	1.07
13.117	721374	1.07
13.120	719313	1.07
13.123	719562	1.07
13.127	719004	1.06
13.130	715850	1.06
13.133	715619	1.06
13.137	715900	1.06
13.140	715931	1.06
13.143	716701	1.06
13.147	716336	1.06
13.150	717053	1.06
13.153	721413	1.07
13.157	736653	1.09
13.160	776492	1.15
13.163	863780	1.28
13.167	1040205	1.54
13.170	1370321	2.03
13.173	1888614	2.80
13.177	2490347	3.69
13.180	2969068	4.40
13.183	3176310	4.70
13.187	3046080	4.51
13.190	2614744	3.87
13.193	2058740	3.05
13.197	1551286	2.30
13.200	1172010	1.74
13.203	939291	1.39
13.207	821400	1.22
13.210	771411	1.14
13.213	753604	1.12
13.217	746689	1.11
13.220	739428	1.10
13.223	733794	1.09
13.227	731104	1.08
13.230	730528	1.08
13.233	730556	1.08
13.237	729597	1.08
13.240	729626	1.08
13.243	731640	1.08
13.247	731481	1.08
13.250	730305	1.08
13.253	729850	1.08
13.257	727882	1.08
13.260	725647	1.07
13.263	724631	1.07
13.267	725833	1.07
13.270	725918	1.08
13.273	722068	1.07
13.277	719654	1.07
13.280	721063	1.07
13.283	723328	1.07
13.287	723833	1.07
13.290	722113	1.07
13.293	720992	1.07
13.297	722012	1.07
13.300	720518	1.07
13.303	719050	1.06
13.307	720545	1.07
13.310	719836	1.07
13.313	717919	1.06
13.317	720165	1.07
13.320	720781	1.07
13.323	720125	1.07
13.327	720429	1.07
13.330	720289	1.07
13.333	718947	1.06
13.337	720045	1.07
13.340	722182	1.07
13.343	720368	1.07
13.347	719344	1.07
13.350	720659	1.07
13.353	722608	1.07
13.357	726106	1.08
13.360	729264	1.08
13.363	730449	1.08
13.367	733750	1.09
13.370	736610	1.09
13.373	734337	1.09
13.377	729211	1.08
13.380	724709	1.07
13.383	720141	1.07
13.387	716241	1.06
13.390	714715	1.06
13.393	714392	1.06
13.397	713205	1.06
13.400	710573	1.05
13.403	710728	1.05
13.407	713933	1.06
13.410	716193	1.06
13.413	718716	1.06
13.417	722087	1.07
13.420	726288	1.08
13.423	730855	1.08
13.427	734750	1.09
13.430	738436	1.09
13.433	738123	1.09
13.437	729317	1.08
13.440	722593	1.07
13.443	719740	1.07
13.447	716085	1.06
13.450	712488	1.06
13.453	711276	1.05
13.457	714018	1.06
13.460	716116	1.06
13.463	714539	1.06
13.467	712071	1.05
13.470	710133	1.05
13.473	709426	1.05
13.477	710043	1.05
13.480	709237	1.05
13.483	709105	1.05
13.487	711396	1.05
13.490	712522	1.06
13.493	711281	1.05
13.497	709625	1.05
13.500	709472	1.05
13.503	711431	1.05
13.507	714201	1.06
13.510	713705	1.06
13.513	711069	1.05
13.517	712130	1.05
13.520	719237	1.07
13.523	735906	1.09
13.527	780819	1.16
13.530	875343	1.30
13.533	1028831	1.52
13.537	1228920	1.82
13.540	1432183	2.12
13.543	1567113	2.32
13.547	1559331	2.31
13.550	1405437	2.08
13.553	1188229	1.76
13.557	993461	1.47
13.560	864113	1.28
13.563	797750	1.18
13.567	765388	1.13
13.570	746961	1.11
13.573	739464	1.10
13.577	736737	1.09
13.580	730073	1.08
13.583	723933	1.07
13.587	722744	1.07
13.590	722602	1.07
13.593	720916	1.07
13.597	720409	1.07
13.600	721690	1.07
13.603	719847	1.07
13.607	717309	1.06
13.610	717509	1.06
13.613	718161	1.06
13.617	720241	1.07
13.620	720924	1.07
13.623	719361	1.07
13.627	718051	1.06
13.630	719629	1.07
13.633	723175	1.07
13.637	727040	1.08
13.640	729901	1.08
13.643	729870	1.08
13.647	726158	1.08
13.650	722490	1.07
13.653	719996	1.07
13.657	717862	1.06
13.660	716666	1.06
13.663	716364	1.06
13.667	717610	1.06
13.670	717481	1.06
13.673	716054	1.06
13.677	716345	1.06
13.680	715826	1.06
13.683	712984	1.06
13.687	711608	1.05
13.690	711183	1.05
13.693	712652	1.06
13.697	715301	1.06
13.700	716862	1.06
13.703	717566	1.06
13.707	718058	1.06
13.710	717729	1.06
13.713	714468	1.06
13.717	711181	1.05
13.720	710807	1.05
13.723	712944	1.06
13.727	714572	1.06
13.730	713017	1.06
13.733	711684	1.05
13.737	711482	1.05
13.740	710942	1.05
13.743	706578	1.05
13.747	703238	1.04
13.750	704799	1.04
13.753	706138	1.05
13.757	705761	1.05
13.760	706604	1.05
13.763	707895	1.05
13.767	707706	1.05
13.770	706146	1.05
13.773	707637	1.05
13.777	710784	1.05
13.780	710476	1.05
13.783	708189	1.05
13.787	707382	1.05
13.790	707931	1.05
13.793	713971	1.06
13.797	725419	1.07
13.800	740887	1.10
13.803	754441	1.12
13.807	759270	1.12
13.810	754426	1.12
13.813	744634	1.10
13.817	732457	1.08
13.820	719592	1.07
13.823	713113	1.06
13.827	710817	1.05
13.830	710136	1.05
13.833	708009	1.05
13.837	705462	1.04
13.840	704691	1.04
13.843	705534	1.04
13.847	708373	1.05
13.850	710748	1.05
13.853	710550	1.05
13.857	710857	1.05
13.860	710603	1.05
13.863	708307	1.05
13.867	707390	1.05
13.870	704681	1.04
13.873	704032	1.04
13.877	704376	1.04
13.880	704363	1.04
13.883	704984	1.04
13.887	705883	1.05
13.890	705200	1.04
13.893	704101	1.04
13.897	704157	1.04
13.900	704631	1.04
13.903	705355	1.04
13.907	705480	1.04
13.910	705109	1.04
13.913	704148	1.04
13.917	703732	1.04
13.920	705561	1.04
13.923	710842	1.05
13.927	711350	1.05
13.930	706961	1.05
13.933	704227	1.04
13.937	704676	1.04
13.940	705017	1.04
13.943	704982	1.04
13.947	704039	1.04
13.950	701448	1.04
13.953	702005	1.04
13.957	704926	1.04
13.960	704951	1.04
13.963	703845	1.04
13.967	704533	1.04
13.970	705401	1.04
13.973	707033	1.05
13.977	707087	1.05
13.980	704820	1.04
13.983	703394	1.04
13.987	702982	1.04
13.990	700736	1.04
13.993	698988	1.04
13.997	698218	1.03
14.000	697979	1.03
14.003	700109	1.04
14.007	700563	1.04
14.010	697565	1.03
14.013	697270	1.03
14.017	697776	1.03
14.020	696086	1.03
14.023	694790	1.03
14.027	694945	1.03
14.030	696512	1.03
14.033	699116	1.04
14.037	699932	1.04
14.040	698385	1.03
14.043	699850	1.04
14.047	702876	1.04
14.050	702941	1.04
14.053	701847	1.04
14.057	699331	1.04
14.060	698507	1.03
14.063	699926	1.04
14.067	701763	1.04
14.070	700077	1.04
14.073	697627	1.03
14.077	698289	1.03
14.080	699297	1.04
14.083	698113	1.03
14.087	699302	1.04
14.090	701510	1.04
14.093	701520	1.04
14.097	699732	1.04
14.100	697943	1.03
14.103	698945	1.04
14.107	701973	1.04
14.110	702285	1.04
14.113	699516	1.04
14.117	696833	1.03
14.120	696841	1.03
14.123	697858	1.03
14.127	697232	1.03
14.130	696901	1.03
14.133	696775	1.03
14.137	698372	1.03
14.140	702638	1.04
14.143	703457	1.04
14.147	701619	1.04
14.150	699567	1.04
14.153	699978	1.04
14.157	703024	1.04
14.160	701854	1.04
14.163	698100	1.03
14.167	697975	1.03
14.170	698337	1.03
14.173	698774	1.03
14.177	700456	1.04
14.180	702634	1.04
14.183	703339	1.04
14.187	702776	1.04
14.190	700543	1.04
14.193	699175	1.04
14.197	699762	1.04
14.200	700195	1.04
14.203	700506	1.04
14.207	701404	1.04
14.210	700786	1.04
14.213	699382	1.04
14.217	698110	1.03
14.220	698505	1.03
14.223	699331	1.04
14.227	698524	1.03
14.230	697986	1.03
14.233	697533	1.03
14.237	697494	1.03
14.240	697387	1.03
14.243	698423	1.03
14.247	699498	1.04
14.250	698758	1.03
14.253	697755	1.03
14.257	697688	1.03
14.260	697623	1.03
14.263	695608	1.03
14.267	695869	1.03
14.270	696866	1.03
14.273	694154	1.03
14.277	693281	1.03
14.280	695504	1.03
14.283	697737	1.03
14.287	698914	1.04
14.290	698622	1.03
14.293	697386	1.03
14.297	698390	1.03
14.300	699818	1.04
14.303	698142	1.03
14.307	694867	1.03
14.310	693149	1.03
14.313	694224	1.03
14.317	696302	1.03
14.320	696713	1.03
14.323	695174	1.03
14.327	693044	1.03
14.330	692082	1.02
14.333	692480	1.03
14.337	691959	1.02
14.340	692323	1.03
14.343	693750	1.03
14.347	692743	1.03
14.350	693011	1.03
14.353	693788	1.03
14.357	693555	1.03
14.360	694178	1.03
14.363	694594	1.03
14.367	696169	1.03
14.370	696270	1.03
14.373	693610	1.03
14.377	692072	1.02
14.380	692902	1.03
14.383	694459	1.03
14.387	694485	1.03
14.390	693424	1.03
14.393	692371	1.03
14.397	693936	1.03
14.400	697621	1.03
14.403	702914	1.04
14.407	714465	1.06
14.410	737004	1.09
14.413	765173	1.13
14.417	790799	1.17
14.420	803884	1.19
14.423	800657	1.19
14.427	786867	1.17
14.430	766717	1.14
14.433	741425	1.10
14.437	717168	1.06
14.440	702980	1.04
14.443	696717	1.03
14.447	694699	1.03
14.450	694744	1.03
14.453	692259	1.03
14.457	691011	1.02
14.460	694645	1.03
14.463	698863	1.04
14.467	703007	1.04
14.470	709368	1.05
14.473	713112	1.06
14.477	708880	1.05
14.480	700423	1.04
14.483	694732	1.03
14.487	692977	1.03
14.490	692308	1.03
14.493	692691	1.03
14.497	694206	1.03
14.500	694804	1.03
14.503	694412	1.03
14.507	692570	1.03
14.510	691216	1.02
14.513	691994	1.02
14.517	694509	1.03
14.520	693662	1.03
14.523	689234	1.02
14.527	686635	1.02
14.530	686766	1.02
14.533	687088	1.02
14.537	687259	1.02
14.540	688242	1.02
14.543	688847	1.02
14.547	690766	1.02
14.550	692955	1.03
14.553	692495	1.03
14.557	691975	1.02
14.560	692781	1.03
14.563	689683	1.02
14.567	687279	1.02
14.570	689359	1.02
14.573	691650	1.02
14.577	697399	1.03
14.580	707714	1.05
14.583	716611	1.06
14.587	720381	1.07
14.590	718758	1.06
14.593	710754	1.05
14.597	703536	1.04
14.600	699091	1.04
14.603	694885	1.03
14.607	692451	1.03
14.610	690444	1.02
14.613	688375	1.02
14.617	686714	1.02
14.620	682911	1.01
14.623	680965	1.01
14.627	683323	1.01
14.630	685058	1.01
14.633	684067	1.01
14.637	682975	1.01
14.640	683032	1.01
14.643	684777	1.01
14.647	687320	1.02
14.650	688693	1.02
14.653	689309	1.02
14.657	690399	1.02
14.660	690230	1.02
14.663	692516	1.03
14.667	700792	1.04
14.670	712818	1.06
14.673	724805	1.07
14.677	729094	1.08
14.680	724795	1.07
14.683	712812	1.06
14.687	698648	1.03
14.690	690415	1.02
14.693	687443	1.02
14.697	686534	1.02
14.700	685381	1.02
14.703	682888	1.01
14.707	683162	1.01
14.710	686200	1.02
14.713	687414	1.02
14.717	687783	1.02
14.720	689014	1.02
14.723	686918	1.02
14.727	685210	1.01
14.730	685820	1.02
14.733	685868	1.02
14.737	685893	1.02
14.740	684671	1.01
14.743	682965	1.01
14.747	684146	1.01
14.750	685415	1.02
14.753	685416	1.02
14.757	685907	1.02
14.760	687988	1.02
14.763	695976	1.03
14.767	716857	1.06
14.770	751040	1.11
14.773	792631	1.17
14.777	824273	1.22
14.780	828131	1.23
14.783	799155	1.18
14.787	755733	1.12
14.790	722258	1.07
14.793	704191	1.04
14.797	699121	1.04
14.800	706353	1.05
14.803	717004	1.06
14.807	725867	1.08
14.810	728304	1.08
14.813	722220	1.07
14.817	720819	1.07
14.820	740278	1.10
14.823	791348	1.17
14.827	865703	1.28
14.830	926752	1.37
14.833	942672	1.40
14.837	907729	1.34
14.840	835228	1.24
14.843	764244	1.13
14.847	721882	1.07
14.850	701836	1.04
14.853	694943	1.03
14.857	692191	1.03
14.860	688874	1.02
14.863	687173	1.02
14.867	685742	1.02
14.870	685569	1.02
14.873	687105	1.02
14.877	687505	1.02
14.880	686239	1.02
14.883	686191	1.02
14.887	686400	1.02
14.890	685829	1.02
14.893	685087	1.01
14.897	686379	1.02
14.900	688211	1.02
14.903	688108	1.02
14.907	688100	1.02
14.910	686544	1.02
14.913	684252	1.01
14.917	684392	1.01
14.920	685387	1.02
14.923	683688	1.01
14.927	681839	1.01
14.930	683198	1.01
14.933	684461	1.01
14.937	684537	1.01
14.940	683783	1.01
14.943	683306	1.01
14.947	685045	1.01
14.950	687242	1.02
14.953	687741	1.02
14.957	688334	1.02
14.960	688209	1.02
14.963	685752	1.02
14.967	685150	1.01
14.970	686948	1.02
14.973	687522	1.02
14.977	688116	1.02
14.980	688008	1.02
14.983	686031	1.02
14.987	685888	1.02
14.990	687111	1.02
14.993	687480	1.02
14.997	688960	1.02
15.000	695554	1.03
15.003	707379	1.05
15.007	726718	1.08
15.010	747598	1.11
15.013	758531	1.12
15.017	755664	1.12
15.020	741195	1.10
15.023	721577	1.07
15.027	701816	1.04
15.030	689030	1.02
15.033	684881	1.01
15.037	683523	1.01
15.040	683228	1.01
15.043	683754	1.01
15.047	683918	1.01
15.050	683160	1.01
15.053	682370	1.01
15.057	679581	1.01
15.060	677887	1.00
15.063	678409	1.00
15.067	678595	1.01
15.070	677865	1.00
15.073	677880	1.00
15.077	678580	1.00
15.080	678982	1.01
15.083	681005	1.01
15.087	684812	1.01
15.090	688025	1.02
15.093	689165	1.02
15.097	689295	1.02
15.100	689234	1.02
15.103	687609	1.02
15.107	684843	1.01
15.110	684417	1.01
15.113	685421	1.02
15.117	685275	1.01
15.120	683578	1.01
15.123	680720	1.01
15.127	677980	1.00
15.130	675831	1.00
15.133	674949	1.00
15.137	675093	1.00
15.140	676107	1.00
15.143	677071	1.00
15.147	677225	1.00
15.150	677968	1.00
15.153	677980	1.00
15.157	674908	1.00
15.160	674992	1.00
15.163	677526	1.00
15.167	677850	1.00
15.170	678180	1.00
15.173	678175	1.00
15.177	676291	1.00
15.180	674133	1.00
15.183	673220	1.00
15.187	673038	1.00
15.190	673239	1.00
15.193	674214	1.00
15.197	675858	1.00
15.200	677960	1.00
15.203	679483	1.01
15.207	679738	1.01
15.210	680003	1.01
15.213	684153	1.01
15.217	689235	1.02
15.220	694602	1.03
15.223	703606	1.04
15.227	714059	1.06
15.230	723522	1.07
15.233	728378	1.08
15.237	723519	1.07
15.240	709851	1.05
15.243	694601	1.03
15.247	683835	1.01
15.250	678496	1.00
15.253	676701	1.00
15.257	678738	1.01
15.260	682851	1.01
15.263	683525	1.01
15.267	682993	1.01
15.270	681816	1.01
15.273	679764	1.01
15.277	679112	1.01
15.280	678371	1.00
15.283	677421	1.00
15.287	679069	1.01
15.290	679185	1.01
15.293	677292	1.00
15.297	676587	1.00
15.300	676580	1.00
15.303	676787	1.00
15.307	677032	1.00
15.310	677890	1.00
15.313	676936	1.00
15.317	674933	1.00
15.320	674598	1.00
15.323	674225	1.00
15.327	673355	1.00
15.330	670995	0.99
15.333	669744	0.99
15.337	671142	0.99
15.340	674013	1.00
15.343	673835	1.00
15.347	675282	1.00
15.350	678470	1.00
15.353	676892	1.00
15.357	675107	1.00
15.360	676439	1.00
15.363	676939	1.00
15.367	678012	1.00
15.370	676669	1.00
15.373	674182	1.00
15.377	676099	1.00
15.380	677220	1.00
15.383	676483	1.00
15.387	674461	1.00
15.390	674205	1.00
15.393	676940	1.00
15.397	678395	1.00
15.400	677239	1.00
15.403	674671	1.00
15.407	673164	1.00
15.410	675036	1.00
15.413	678102	1.00
15.417	676833	1.00
15.420	673371	1.00
15.423	672997	1.00
15.427	673516	1.00
15.430	674238	1.00
15.433	675852	1.00
15.437	675258	1.00
15.440	673765	1.00
15.443	672507	1.00
15.447	672835	1.00
15.450	675303	1.00
15.453	674252	1.00
15.457	671126	0.99
15.460	670156	0.99
15.463	670245	0.99
15.467	671666	0.99
15.470	672492	1.00
15.473	670675	0.99
15.477	670353	0.99
15.480	672715	1.00
15.483	672733	1.00
15.487	670313	0.99
15.490	670135	0.99
15.493	671200	0.99
15.497	672387	1.00
15.500	672805	1.00
15.503	672686	1.00
15.507	672712	1.00
15.510	673409	1.00
15.513	672811	1.00
15.517	670693	0.99
15.520	669073	0.99
15.523	668100	0.99
15.527	669836	0.99
15.530	671691	0.99
15.533	672319	1.00
15.537	671778	0.99
15.540	670632	0.99
15.543	671214	0.99
15.547	671209	0.99
15.550	670683	0.99
15.553	670374	0.99
15.557	670497	0.99
15.560	671115	0.99
15.563	670375	0.99
15.567	667959	0.99
15.570	666448	0.99
15.573	667896	0.99
15.577	669577	0.99
15.580	670028	0.99
15.583	669724	0.99
15.587	668684	0.99
15.590	668205	0.99
15.593	667978	0.99
15.597	667958	0.99
15.600	667947	0.99
15.603	667802	0.99
15.607	667116	0.99
15.610	665449	0.99
15.613	665349	0.99
15.617	665390	0.99
15.620	665327	0.99
15.623	666651	0.99
15.627	670516	0.99
15.630	672282	1.00
15.633	671417	0.99
15.637	670115	0.99
15.640	669125	0.99
15.643	669836	0.99
15.647	670932	0.99
15.650	672939	1.00
15.653	674325	1.00
15.657	674693	1.00
15.660	673817	1.00
15.663	673265	1.00
15.667	674622	1.00
15.670	673528	1.00
15.673	670409	0.99
15.677	670790	0.99
15.680	672656	1.00
15.683	672527	1.00
15.687	671970	1.00
15.690	673024	1.00
15.693	674120	1.00
15.697	673222	1.00
15.700	673820	1.00
15.703	679204	1.01
15.707	682181	1.01
15.710	679784	1.01
15.713	676133	1.00
15.717	674078	1.00
15.720	672362	1.00
15.723	672099	1.00
15.727	673132	1.00
15.730	674538	1.00
15.733	673897	1.00
15.737	672549	1.00
15.740	672914	1.00
15.743	673091	1.00
15.747	672900	1.00
15.750	672770	1.00
15.753	672918	1.00
15.757	673666	1.00
15.760	680843	1.01
15.763	695941	1.03
15.767	714683	1.06
15.770	731541	1.08
15.773	741074	1.10
15.777	739921	1.10
15.780	727846	1.08
15.783	711143	1.05
15.787	694453	1.03
15.790	681463	1.01
15.793	675744	1.00
15.797	674630	1.00
15.800	674207	1.00
15.803	674169	1.00
15.807	674313	1.00
15.810	674813	1.00
15.813	675437	1.00
15.817	674392	1.00
15.820	674204	1.00
15.823	674473	1.00
15.827	674589	1.00
15.830	674085	1.00
15.833	671987	1.00
15.837	670617	0.99
15.840	670941	0.99
15.843	671491	0.99
15.847	670812	0.99
15.850	669383	0.99
15.853	668687	0.99
