Ret.Time	Absolute Intensity	Relative Intensity
9.010	63613	0.71
9.013	59188	0.66
9.017	52577	0.59
9.020	46044	0.51
9.023	40457	0.45
9.027	36004	0.40
9.030	32712	0.36
9.033	30481	0.34
9.037	30055	0.33
9.040	29819	0.33
9.043	28988	0.32
9.047	28036	0.31
9.050	27527	0.31
9.053	26536	0.30
9.057	24931	0.28
9.060	23781	0.26
9.063	22829	0.25
9.067	21843	0.24
9.070	21503	0.24
9.073	21314	0.24
9.077	21225	0.24
9.080	21221	0.24
9.083	21047	0.23
9.087	20805	0.23
9.090	20707	0.23
9.093	20752	0.23
9.097	21010	0.23
9.100	21667	0.24
9.103	22437	0.25
9.107	22991	0.26
9.110	23248	0.26
9.113	23277	0.26
9.117	23412	0.26
9.120	23558	0.26
9.123	23388	0.26
9.127	22750	0.25
9.130	21757	0.24
9.133	21094	0.23
9.137	20754	0.23
9.140	20729	0.23
9.143	20833	0.23
9.147	20859	0.23
9.150	20751	0.23
9.153	20952	0.23
9.157	21258	0.24
9.160	20885	0.23
9.163	20704	0.23
9.167	20722	0.23
9.170	20621	0.23
9.173	20822	0.23
9.177	20769	0.23
9.180	20656	0.23
9.183	20581	0.23
9.187	20665	0.23
9.190	21149	0.24
9.193	22107	0.25
9.197	22599	0.25
9.200	22585	0.25
9.203	21955	0.24
9.207	21848	0.24
9.210	22613	0.25
9.213	22843	0.25
9.217	23070	0.26
9.220	22731	0.25
9.223	22248	0.25
9.227	22454	0.25
9.230	22828	0.25
9.233	23368	0.26
9.237	23298	0.26
9.240	22653	0.25
9.243	22491	0.25
9.247	22505	0.25
9.250	22274	0.25
9.253	22404	0.25
9.257	22606	0.25
9.260	22146	0.25
9.263	21667	0.24
9.267	21289	0.24
9.270	20832	0.23
9.273	21215	0.24
9.277	21226	0.24
9.280	21022	0.23
9.283	21596	0.24
9.287	22514	0.25
9.290	22605	0.25
9.293	22478	0.25
9.297	22575	0.25
9.300	22657	0.25
9.303	22679	0.25
9.307	22596	0.25
9.310	22589	0.25
9.313	22674	0.25
9.317	22783	0.25
9.320	22958	0.26
9.323	23182	0.26
9.327	23657	0.26
9.330	24848	0.28
9.333	25860	0.29
9.337	26044	0.29
9.340	25739	0.29
9.343	24829	0.28
9.347	23777	0.26
9.350	22676	0.25
9.353	21497	0.24
9.357	21208	0.24
9.360	21152	0.24
9.363	21152	0.24
9.367	21121	0.24
9.370	21128	0.24
9.373	21159	0.24
9.377	21118	0.24
9.380	21426	0.24
9.383	21937	0.24
9.387	22770	0.25
9.390	24472	0.27
9.393	26442	0.29
9.397	27599	0.31
9.400	27564	0.31
9.403	27676	0.31
9.407	27686	0.31
9.410	26978	0.30
9.413	25255	0.28
9.417	24337	0.27
9.420	23511	0.26
9.423	22234	0.25
9.427	21777	0.24
9.430	21705	0.24
9.433	21920	0.24
9.437	21942	0.24
9.440	21419	0.24
9.443	21030	0.23
9.447	20875	0.23
9.450	20721	0.23
9.453	20831	0.23
9.457	20998	0.23
9.460	20971	0.23
9.463	21010	0.23
9.467	21178	0.24
9.470	21574	0.24
9.473	21899	0.24
9.477	21578	0.24
9.480	22228	0.25
9.483	23574	0.26
9.487	24304	0.27
9.490	24663	0.27
9.493	25151	0.28
9.497	25266	0.28
9.500	25212	0.28
9.503	25274	0.28
9.507	25327	0.28
9.510	25146	0.28
9.513	24562	0.27
9.517	24115	0.27
9.520	22988	0.26
9.523	21892	0.24
9.527	21345	0.24
9.530	21101	0.23
9.533	21043	0.23
9.537	20882	0.23
9.540	20898	0.23
9.543	21181	0.24
9.547	20938	0.23
9.550	20631	0.23
9.553	20671	0.23
9.557	20873	0.23
9.560	20586	0.23
9.563	20757	0.23
9.567	21137	0.24
9.570	21240	0.24
9.573	21451	0.24
9.577	21746	0.24
9.580	21793	0.24
9.583	21692	0.24
9.587	21775	0.24
9.590	21827	0.24
9.593	21832	0.24
9.597	21910	0.24
9.600	21892	0.24
9.603	21704	0.24
9.607	21624	0.24
9.610	21655	0.24
9.613	21632	0.24
9.617	21613	0.24
9.620	21777	0.24
9.623	22277	0.25
9.627	23005	0.26
9.630	24078	0.27
9.633	25220	0.28
9.637	25544	0.28
9.640	25171	0.28
9.643	24026	0.27
9.647	23182	0.26
9.650	23150	0.26
9.653	22663	0.25
9.657	22246	0.25
9.660	22105	0.25
9.663	21914	0.24
9.667	21813	0.24
9.670	21936	0.24
9.673	22176	0.25
9.677	22373	0.25
9.680	23067	0.26
9.683	24876	0.28
9.687	27001	0.30
9.690	28023	0.31
9.693	28909	0.32
9.697	29255	0.33
9.700	29166	0.32
9.703	28791	0.32
9.707	27733	0.31
9.710	25814	0.29
9.713	25101	0.28
9.717	24586	0.27
9.720	24258	0.27
9.723	24468	0.27
9.727	24371	0.27
9.730	24588	0.27
9.733	24355	0.27
9.737	23674	0.26
9.740	22868	0.25
9.743	22567	0.25
9.747	22344	0.25
9.750	22244	0.25
9.753	22133	0.25
9.757	21880	0.24
9.760	21734	0.24
9.763	21774	0.24
9.767	21741	0.24
9.770	21961	0.24
9.773	22336	0.25
9.777	22333	0.25
9.780	22431	0.25
9.783	22707	0.25
9.787	22042	0.25
9.790	21311	0.24
9.793	21168	0.24
9.797	21375	0.24
9.800	21491	0.24
9.803	21397	0.24
9.807	20830	0.23
9.810	20513	0.23
9.813	20510	0.23
9.817	20478	0.23
9.820	20491	0.23
9.823	20666	0.23
9.827	20971	0.23
9.830	20934	0.23
9.833	20406	0.23
9.837	20734	0.23
9.840	20803	0.23
9.843	20488	0.23
9.847	20157	0.22
9.850	20054	0.22
9.853	20197	0.22
9.857	20067	0.22
9.860	19860	0.22
9.863	19893	0.22
9.867	20169	0.22
9.870	20687	0.23
9.873	20690	0.23
9.877	20040	0.22
9.880	20036	0.22
9.883	20013	0.22
9.887	20495	0.23
9.890	21023	0.23
9.893	21153	0.24
9.897	20891	0.23
9.900	21605	0.24
9.903	22450	0.25
9.907	22227	0.25
9.910	21684	0.24
9.913	21172	0.24
9.917	21058	0.23
9.920	20844	0.23
9.923	21136	0.24
9.927	22032	0.25
9.930	22338	0.25
9.933	22048	0.25
9.937	21938	0.24
9.940	22018	0.25
9.943	21738	0.24
9.947	21339	0.24
9.950	21359	0.24
9.953	21633	0.24
9.957	22161	0.25
9.960	22646	0.25
9.963	22530	0.25
9.967	22565	0.25
9.970	22656	0.25
9.973	22881	0.25
9.977	22982	0.26
9.980	22786	0.25
9.983	22483	0.25
9.987	22538	0.25
9.990	22725	0.25
9.993	22748	0.25
9.997	23018	0.26
10.000	24111	0.27
10.003	25531	0.28
10.007	26105	0.29
10.010	26765	0.30
10.013	28322	0.32
10.017	28398	0.32
10.020	26352	0.29
10.023	24653	0.27
10.027	24054	0.27
10.030	22930	0.26
10.033	22353	0.25
10.037	21902	0.24
10.040	21378	0.24
10.043	21375	0.24
10.047	21373	0.24
10.050	21096	0.23
10.053	20611	0.23
10.057	20604	0.23
10.060	21148	0.24
10.063	22121	0.25
10.067	22615	0.25
10.070	22748	0.25
10.073	23011	0.26
10.077	24380	0.27
10.080	25245	0.28
10.083	25048	0.28
10.087	24184	0.27
10.090	22880	0.25
10.093	21416	0.24
10.097	20298	0.23
10.100	19451	0.22
10.103	19225	0.21
10.107	19221	0.21
10.110	19224	0.21
10.113	19310	0.21
10.117	19573	0.22
10.120	19428	0.22
10.123	19413	0.22
10.127	19411	0.22
10.130	19431	0.22
10.133	19648	0.22
10.137	20189	0.22
10.140	20619	0.23
10.143	21973	0.24
10.147	24509	0.27
10.150	27625	0.31
10.153	30155	0.34
10.157	30865	0.34
10.160	30876	0.34
10.163	30481	0.34
10.167	29261	0.33
10.170	27247	0.30
10.173	25063	0.28
10.177	24108	0.27
10.180	23356	0.26
10.183	22864	0.25
10.187	22448	0.25
10.190	22197	0.25
10.193	21997	0.24
10.197	20906	0.23
10.200	20603	0.23
10.203	20476	0.23
10.207	20339	0.23
10.210	20314	0.23
10.213	20430	0.23
10.217	20086	0.22
10.220	19740	0.22
10.223	19984	0.22
10.227	20299	0.23
10.230	20369	0.23
10.233	20634	0.23
10.237	21380	0.24
10.240	22675	0.25
10.243	23349	0.26
10.247	24112	0.27
10.250	26615	0.30
10.253	29211	0.33
10.257	30742	0.34
10.260	31068	0.35
10.263	31421	0.35
10.267	31623	0.35
10.270	31619	0.35
10.273	30945	0.34
10.277	29235	0.33
10.280	27187	0.30
10.283	25442	0.28
10.287	23498	0.26
10.290	21323	0.24
10.293	20877	0.23
10.297	20683	0.23
10.300	20588	0.23
10.303	20608	0.23
10.307	20797	0.23
10.310	20859	0.23
10.313	20571	0.23
10.317	20112	0.22
10.320	20396	0.23
10.323	20609	0.23
10.327	20986	0.23
10.330	21006	0.23
10.333	20614	0.23
10.337	20466	0.23
10.340	20745	0.23
10.343	20991	0.23
10.347	20962	0.23
10.350	20630	0.23
10.353	20388	0.23
10.357	20358	0.23
10.360	20472	0.23
10.363	20560	0.23
10.367	20563	0.23
10.370	20384	0.23
10.373	20155	0.22
10.377	20177	0.22
10.380	20095	0.22
10.383	19853	0.22
10.387	19582	0.22
10.390	19875	0.22
10.393	20333	0.23
10.397	20464	0.23
10.400	20264	0.23
10.403	20301	0.23
10.407	20494	0.23
10.410	20630	0.23
10.413	20793	0.23
10.417	20847	0.23
10.420	20796	0.23
10.423	20787	0.23
10.427	20698	0.23
10.430	20755	0.23
10.433	20845	0.23
10.437	20690	0.23
10.440	20611	0.23
10.443	20734	0.23
10.447	20772	0.23
10.450	20546	0.23
10.453	20465	0.23
10.457	20815	0.23
10.460	20971	0.23
10.463	20894	0.23
10.467	20651	0.23
10.470	20625	0.23
10.473	20815	0.23
10.477	20760	0.23
10.480	20788	0.23
10.483	20914	0.23
10.487	20777	0.23
10.490	20620	0.23
10.493	20830	0.23
10.497	21229	0.24
10.500	21286	0.24
10.503	21267	0.24
10.507	21241	0.24
10.510	20877	0.23
10.513	20820	0.23
10.517	20773	0.23
10.520	20511	0.23
10.523	20297	0.23
10.527	19733	0.22
10.530	19632	0.22
10.533	19928	0.22
10.537	19989	0.22
10.540	20180	0.22
10.543	20513	0.23
10.547	20376	0.23
10.550	20067	0.22
10.553	19966	0.22
10.557	20229	0.23
10.560	20212	0.22
10.563	20294	0.23
10.567	20597	0.23
10.570	20597	0.23
10.573	20529	0.23
10.577	20719	0.23
10.580	20644	0.23
10.583	20476	0.23
10.587	20712	0.23
10.590	20905	0.23
10.593	20964	0.23
10.597	21312	0.24
10.600	22212	0.25
10.603	23007	0.26
10.607	23343	0.26
10.610	23423	0.26
10.613	23363	0.26
10.617	23132	0.26
10.620	22903	0.25
10.623	22213	0.25
10.627	21912	0.24
10.630	21646	0.24
10.633	20816	0.23
10.637	20514	0.23
10.640	20568	0.23
10.643	20505	0.23
10.647	20691	0.23
10.650	20484	0.23
10.653	20149	0.22
10.657	20015	0.22
10.660	20253	0.23
10.663	20616	0.23
10.667	20605	0.23
10.670	20455	0.23
10.673	20244	0.23
10.677	20429	0.23
10.680	20449	0.23
10.683	20323	0.23
10.687	20048	0.22
10.690	20240	0.23
10.693	20239	0.23
10.697	20174	0.22
10.700	20262	0.23
10.703	20382	0.23
10.707	20770	0.23
10.710	21207	0.24
10.713	21169	0.24
10.717	20797	0.23
10.720	20506	0.23
10.723	20530	0.23
10.727	20674	0.23
10.730	20547	0.23
10.733	20345	0.23
10.737	20217	0.23
10.740	20300	0.23
10.743	20304	0.23
10.747	20185	0.22
10.750	20205	0.22
10.753	20767	0.23
10.757	21819	0.24
10.760	22655	0.25
10.763	25368	0.28
10.767	29295	0.33
10.770	34347	0.38
10.773	39643	0.44
10.777	43422	0.48
10.780	43881	0.49
10.783	43547	0.48
10.787	41484	0.46
10.790	38021	0.42
10.793	33719	0.38
10.797	29147	0.32
10.800	25348	0.28
10.803	22542	0.25
10.807	21848	0.24
10.810	21009	0.23
10.813	20575	0.23
10.817	21486	0.24
10.820	21975	0.24
10.823	22092	0.25
10.827	22143	0.25
10.830	21992	0.24
10.833	22080	0.25
10.837	22283	0.25
10.840	22190	0.25
10.843	21871	0.24
10.847	21627	0.24
10.850	21726	0.24
10.853	21675	0.24
10.857	21516	0.24
10.860	21679	0.24
10.863	21763	0.24
10.867	21888	0.24
10.870	21862	0.24
10.873	22071	0.25
10.877	22369	0.25
10.880	22290	0.25
10.883	22042	0.25
10.887	21829	0.24
10.890	21629	0.24
10.893	21493	0.24
10.897	21434	0.24
10.900	21085	0.23
10.903	20429	0.23
10.907	20157	0.22
10.910	20175	0.22
10.913	19591	0.22
10.917	19496	0.22
10.920	19812	0.22
10.923	19783	0.22
10.927	19545	0.22
10.930	19470	0.22
10.933	19611	0.22
10.937	19739	0.22
10.940	19621	0.22
10.943	19453	0.22
10.947	19451	0.22
10.950	19506	0.22
10.953	19392	0.22
10.957	19334	0.22
10.960	19369	0.22
10.963	19476	0.22
10.967	19584	0.22
10.970	19626	0.22
10.973	19528	0.22
10.977	19582	0.22
10.980	19671	0.22
10.983	19568	0.22
10.987	19607	0.22
10.990	19655	0.22
10.993	19597	0.22
10.997	19577	0.22
11.000	19514	0.22
11.003	19589	0.22
11.007	19525	0.22
11.010	19510	0.22
11.013	19623	0.22
11.017	19667	0.22
11.020	19676	0.22
11.023	19815	0.22
11.027	20709	0.23
11.030	21325	0.24
11.033	21340	0.24
11.037	21225	0.24
11.040	21059	0.23
11.043	21075	0.23
11.047	21038	0.23
11.050	21128	0.24
11.053	21160	0.24
11.057	21029	0.23
11.060	20995	0.23
11.063	21212	0.24
11.067	21108	0.23
11.070	20839	0.23
11.073	20312	0.23
11.077	19916	0.22
11.080	20076	0.22
11.083	20191	0.22
11.087	19900	0.22
11.090	19770	0.22
11.093	19728	0.22
11.097	19875	0.22
11.100	20053	0.22
11.103	20009	0.22
11.107	19870	0.22
11.110	19986	0.22
11.113	20292	0.23
11.117	20442	0.23
11.120	20606	0.23
11.123	20731	0.23
11.127	20676	0.23
11.130	20473	0.23
11.133	20745	0.23
11.137	20533	0.23
11.140	20485	0.23
11.143	20904	0.23
11.147	21219	0.24
11.150	22069	0.25
11.153	22304	0.25
11.157	22084	0.25
11.160	22512	0.25
11.163	23292	0.26
11.167	23533	0.26
11.170	23208	0.26
11.173	22627	0.25
11.177	22480	0.25
11.180	22634	0.25
11.183	22569	0.25
11.187	22305	0.25
11.190	22017	0.25
11.193	22155	0.25
11.197	22497	0.25
11.200	22612	0.25
11.203	22500	0.25
11.207	22485	0.25
11.210	22565	0.25
11.213	22659	0.25
11.217	23360	0.26
11.220	24016	0.27
11.223	25144	0.28
11.227	25982	0.29
11.230	27144	0.30
11.233	27753	0.31
11.237	27920	0.31
11.240	27870	0.31
11.243	27537	0.31
11.247	26525	0.30
11.250	25083	0.28
11.253	23622	0.26
11.257	22976	0.26
11.260	22278	0.25
11.263	19855	0.22
11.267	19522	0.22
11.270	19431	0.22
11.273	19441	0.22
11.277	19490	0.22
11.280	19381	0.22
11.283	19252	0.21
11.287	19398	0.22
11.290	19329	0.22
11.293	19160	0.21
11.297	19209	0.21
11.300	19085	0.21
11.303	18933	0.21
11.307	18999	0.21
11.310	19225	0.21
11.313	19370	0.22
11.317	19329	0.22
11.320	19380	0.22
11.323	19349	0.22
11.327	19211	0.21
11.330	19264	0.21
11.333	19370	0.22
11.337	19507	0.22
11.340	19460	0.22
11.343	19365	0.22
11.347	19606	0.22
11.350	19542	0.22
11.353	19451	0.22
11.357	19580	0.22
11.360	19515	0.22
11.363	19394	0.22
11.367	19493	0.22
11.370	19680	0.22
11.373	19753	0.22
11.377	19578	0.22
11.380	19300	0.21
11.383	19255	0.21
11.387	19391	0.22
11.390	19528	0.22
11.393	19538	0.22
11.397	19402	0.22
11.400	19461	0.22
11.403	19545	0.22
11.407	19257	0.21
11.410	19195	0.21
11.413	19214	0.21
11.417	19309	0.21
11.420	19356	0.22
11.423	19063	0.21
11.427	18349	0.20
11.430	18648	0.21
11.433	18889	0.21
11.437	18992	0.21
11.440	18540	0.21
11.443	18675	0.21
11.447	18878	0.21
11.450	19188	0.21
11.453	19318	0.22
11.457	19428	0.22
11.460	19483	0.22
11.463	19539	0.22
11.467	19586	0.22
11.470	19487	0.22
11.473	19375	0.22
11.477	19399	0.22
11.480	19518	0.22
11.483	20053	0.22
11.487	21420	0.24
11.490	21779	0.24
11.493	21757	0.24
11.497	22415	0.25
11.500	22977	0.26
11.503	22930	0.26
11.507	23551	0.26
11.510	24033	0.27
11.513	23973	0.27
11.517	23792	0.26
11.520	23753	0.26
11.523	23741	0.26
11.527	23431	0.26
11.530	22412	0.25
11.533	21002	0.23
11.537	21226	0.24
11.540	19776	0.22
11.543	19351	0.22
11.547	19197	0.21
11.550	19276	0.21
11.553	19258	0.21
11.557	19023	0.21
11.560	19128	0.21
11.563	19288	0.21
11.567	19222	0.21
11.570	18843	0.21
11.573	18535	0.21
11.577	18659	0.21
11.580	18805	0.21
11.583	18852	0.21
11.587	18928	0.21
11.590	18928	0.21
11.593	19296	0.21
11.597	19318	0.22
11.600	19250	0.21
11.603	19295	0.21
11.607	19360	0.22
11.610	19357	0.22
11.613	19264	0.21
11.617	18894	0.21
11.620	18710	0.21
11.623	18885	0.21
11.627	19084	0.21
11.630	19383	0.22
11.633	19416	0.22
11.637	19490	0.22
11.640	19410	0.22
11.643	19308	0.21
11.647	19012	0.21
11.650	19290	0.21
11.653	19256	0.21
11.657	19185	0.21
11.660	19411	0.22
11.663	19414	0.22
11.667	19273	0.21
11.670	19312	0.21
11.673	19385	0.22
11.677	19416	0.22
11.680	19538	0.22
11.683	19812	0.22
11.687	19901	0.22
11.690	19768	0.22
11.693	20580	0.23
11.697	21552	0.24
11.700	21243	0.24
11.703	20393	0.23
11.707	20065	0.22
11.710	19807	0.22
11.713	19537	0.22
11.717	19302	0.21
11.720	19145	0.21
11.723	18926	0.21
11.727	18873	0.21
11.730	19064	0.21
11.733	19039	0.21
11.737	19079	0.21
11.740	19337	0.22
11.743	19468	0.22
11.747	19626	0.22
11.750	19682	0.22
11.753	19679	0.22
11.757	19793	0.22
11.760	20634	0.23
11.763	20699	0.23
11.767	20884	0.23
11.770	20829	0.23
11.773	20150	0.22
11.777	19965	0.22
11.780	19985	0.22
11.783	19772	0.22
11.787	19347	0.22
11.790	19158	0.21
11.793	19200	0.21
11.797	19261	0.21
11.800	19275	0.21
11.803	19295	0.21
11.807	19314	0.21
11.810	19276	0.21
11.813	19327	0.22
11.817	19508	0.22
11.820	19669	0.22
11.823	19768	0.22
11.827	19797	0.22
11.830	19686	0.22
11.833	19628	0.22
11.837	19485	0.22
11.840	19531	0.22
11.843	19784	0.22
11.847	20348	0.23
11.850	21687	0.24
11.853	21965	0.24
11.857	21943	0.24
11.860	22162	0.25
11.863	22380	0.25
11.867	22213	0.25
11.870	21632	0.24
11.873	20421	0.23
11.877	19764	0.22
11.880	19749	0.22
11.883	19582	0.22
11.887	19410	0.22
11.890	19488	0.22
11.893	19232	0.21
11.897	19541	0.22
11.900	20136	0.22
11.903	19916	0.22
11.907	19547	0.22
11.910	19830	0.22
11.913	19501	0.22
11.917	18920	0.21
11.920	18294	0.20
11.923	17962	0.20
11.927	18283	0.20
11.930	19103	0.21
11.933	19140	0.21
11.937	18899	0.21
11.940	18489	0.21
11.943	19033	0.21
11.947	19841	0.22
11.950	20450	0.23
11.953	20439	0.23
11.957	20801	0.23
11.960	21166	0.24
11.963	21271	0.24
11.967	21111	0.23
11.970	21092	0.23
11.973	21091	0.23
11.977	20744	0.23
11.980	20241	0.23
11.983	19328	0.22
11.987	19264	0.21
11.990	19925	0.22
11.993	20336	0.23
11.997	20524	0.23
12.000	20396	0.23
12.003	20741	0.23
12.007	20865	0.23
12.010	20792	0.23
12.013	20526	0.23
12.017	20267	0.23
12.020	20297	0.23
12.023	20517	0.23
12.027	20638	0.23
12.030	20579	0.23
12.033	20393	0.23
12.037	20167	0.22
12.040	19973	0.22
12.043	19897	0.22
12.047	19848	0.22
12.050	19672	0.22
12.053	19830	0.22
12.057	20101	0.22
12.060	19947	0.22
12.063	19486	0.22
12.067	19585	0.22
12.070	19951	0.22
12.073	19975	0.22
12.077	19955	0.22
12.080	19977	0.22
12.083	20030	0.22
12.087	19921	0.22
12.090	19964	0.22
12.093	20074	0.22
12.097	19974	0.22
12.100	19811	0.22
12.103	19766	0.22
12.107	19727	0.22
12.110	19628	0.22
12.113	19475	0.22
12.117	19515	0.22
12.120	19669	0.22
12.123	19657	0.22
12.127	19781	0.22
12.130	20072	0.22
12.133	19888	0.22
12.137	19768	0.22
12.140	19802	0.22
12.143	19755	0.22
12.147	19724	0.22
12.150	19928	0.22
12.153	20109	0.22
12.157	20191	0.22
12.160	20283	0.23
12.163	20503	0.23
12.167	20410	0.23
12.170	21145	0.24
12.173	21938	0.24
12.177	22200	0.25
12.180	21725	0.24
12.183	20668	0.23
12.187	20485	0.23
12.190	20527	0.23
12.193	20475	0.23
12.197	20503	0.23
12.200	20217	0.23
12.203	19517	0.22
12.207	19481	0.22
12.210	19823	0.22
12.213	19791	0.22
12.217	19571	0.22
12.220	19424	0.22
12.223	19528	0.22
12.227	19793	0.22
12.230	19686	0.22
12.233	19389	0.22
12.237	19377	0.22
12.240	19502	0.22
12.243	19434	0.22
12.247	19194	0.21
12.250	19028	0.21
12.253	19070	0.21
12.257	19105	0.21
12.260	19126	0.21
12.263	19159	0.21
12.267	19309	0.21
12.270	19099	0.21
12.273	18479	0.21
12.277	18286	0.20
12.280	18424	0.21
12.283	18747	0.21
12.287	19156	0.21
12.290	19417	0.22
12.293	19290	0.21
12.297	18837	0.21
12.300	18694	0.21
12.303	18799	0.21
12.307	19092	0.21
12.310	19095	0.21
12.313	19002	0.21
12.317	18938	0.21
12.320	18981	0.21
12.323	19069	0.21
12.327	19178	0.21
12.330	19111	0.21
12.333	19334	0.22
12.337	19220	0.21
12.340	19136	0.21
12.343	18980	0.21
12.347	19165	0.21
12.350	19515	0.22
12.353	19576	0.22
12.357	19675	0.22
12.360	19877	0.22
12.363	19673	0.22
12.367	19595	0.22
12.370	19478	0.22
12.373	19627	0.22
12.377	19469	0.22
12.380	19445	0.22
12.383	19390	0.22
12.387	19532	0.22
12.390	19515	0.22
12.393	19665	0.22
12.397	19868	0.22
12.400	19750	0.22
12.403	19635	0.22
12.407	19713	0.22
12.410	19962	0.22
12.413	20165	0.22
12.417	20575	0.23
12.420	22486	0.25
12.423	24106	0.27
12.427	25006	0.28
12.430	25925	0.29
12.433	26903	0.30
12.437	28461	0.32
12.440	29285	0.33
12.443	29140	0.32
12.447	27625	0.31
12.450	26428	0.29
12.453	25563	0.28
12.457	24033	0.27
12.460	21894	0.24
12.463	19954	0.22
12.467	19011	0.21
12.470	18670	0.21
12.473	18584	0.21
12.477	18380	0.20
12.480	18299	0.20
12.483	18546	0.21
12.487	18847	0.21
12.490	18921	0.21
12.493	18895	0.21
12.497	18894	0.21
12.500	18864	0.21
12.503	18716	0.21
12.507	18520	0.21
12.510	18583	0.21
12.513	18678	0.21
12.517	18434	0.21
12.520	18338	0.20
12.523	18624	0.21
12.527	18710	0.21
12.530	18678	0.21
12.533	18931	0.21
12.537	19040	0.21
12.540	18898	0.21
12.543	18930	0.21
12.547	18947	0.21
12.550	18842	0.21
12.553	18896	0.21
12.557	18905	0.21
12.560	18980	0.21
12.563	18992	0.21
12.567	18930	0.21
12.570	18818	0.21
12.573	18604	0.21
12.577	18416	0.20
12.580	18409	0.20
12.583	18296	0.20
12.587	18035	0.20
12.590	18103	0.20
12.593	18364	0.20
12.597	18554	0.21
12.600	18691	0.21
12.603	18603	0.21
12.607	18441	0.21
12.610	18487	0.21
12.613	18369	0.20
12.617	18065	0.20
12.620	17814	0.20
12.623	17740	0.20
12.627	18203	0.20
12.630	18594	0.21
12.633	18520	0.21
12.637	18382	0.20
12.640	18575	0.21
12.643	18750	0.21
12.647	18816	0.21
12.650	18475	0.21
12.653	18398	0.20
12.657	18470	0.21
12.660	18620	0.21
12.663	18577	0.21
12.667	18384	0.20
12.670	18791	0.21
12.673	18887	0.21
12.677	18995	0.21
12.680	19182	0.21
12.683	18940	0.21
12.687	18594	0.21
12.690	18891	0.21
12.693	19395	0.22
12.697	19548	0.22
12.700	19710	0.22
12.703	19606	0.22
12.707	19342	0.22
12.710	19260	0.21
12.713	19024	0.21
12.717	18554	0.21
12.720	18225	0.20
12.723	18220	0.20
12.727	18319	0.20
12.730	18142	0.20
12.733	18132	0.20
12.737	18341	0.20
12.740	18304	0.20
12.743	18274	0.20
12.747	18114	0.20
12.750	17579	0.20
12.753	17593	0.20
12.757	18134	0.20
12.760	18298	0.20
12.763	18288	0.20
12.767	18296	0.20
12.770	18401	0.20
12.773	18458	0.21
12.777	18386	0.20
12.780	18470	0.21
12.783	18396	0.20
12.787	18280	0.20
12.790	18258	0.20
12.793	18520	0.21
12.797	18549	0.21
12.800	18458	0.21
12.803	18220	0.20
12.807	17990	0.20
12.810	18127	0.20
12.813	18389	0.20
12.817	18541	0.21
12.820	18679	0.21
12.823	18697	0.21
12.827	18798	0.21
12.830	18774	0.21
12.833	18653	0.21
12.837	18468	0.21
12.840	18383	0.20
12.843	18461	0.21
12.847	18796	0.21
12.850	18829	0.21
12.853	19021	0.21
12.857	19306	0.21
12.860	19238	0.21
12.863	19498	0.22
12.867	19619	0.22
12.870	19394	0.22
12.873	19256	0.21
12.877	19473	0.22
12.880	19707	0.22
12.883	19446	0.22
12.887	18976	0.21
12.890	18676	0.21
12.893	18774	0.21
12.897	18899	0.21
12.900	18980	0.21
12.903	19192	0.21
12.907	19455	0.22
12.910	19588	0.22
12.913	19684	0.22
12.917	19959	0.22
12.920	20048	0.22
12.923	20121	0.22
12.927	20125	0.22
12.930	19778	0.22
12.933	19967	0.22
12.937	19895	0.22
12.940	19577	0.22
12.943	19276	0.21
12.947	19095	0.21
12.950	19252	0.21
12.953	19113	0.21
12.957	18956	0.21
12.960	18961	0.21
12.963	19150	0.21
12.967	19298	0.21
12.970	19152	0.21
12.973	19196	0.21
12.977	19600	0.22
12.980	19739	0.22
12.983	19782	0.22
12.987	19853	0.22
12.990	19973	0.22
12.993	20179	0.22
12.997	20197	0.22
13.000	19967	0.22
13.003	19685	0.22
13.007	19515	0.22
13.010	19850	0.22
13.013	19779	0.22
13.017	19746	0.22
13.020	19789	0.22
13.023	19797	0.22
13.027	19858	0.22
13.030	19738	0.22
13.033	19586	0.22
13.037	19418	0.22
13.040	19441	0.22
13.043	19636	0.22
13.047	19916	0.22
13.050	19985	0.22
13.053	19887	0.22
13.057	19916	0.22
13.060	19807	0.22
13.063	19845	0.22
13.067	19744	0.22
13.070	19654	0.22
13.073	19724	0.22
13.077	19837	0.22
13.080	20014	0.22
13.083	20058	0.22
13.087	20172	0.22
13.090	20299	0.23
13.093	20073	0.22
13.097	19808	0.22
13.100	19849	0.22
13.103	20139	0.22
13.107	20187	0.22
13.110	19934	0.22
13.113	19961	0.22
13.117	20294	0.23
13.120	20394	0.23
13.123	20369	0.23
13.127	20363	0.23
13.130	20330	0.23
13.133	20406	0.23
13.137	20215	0.22
13.140	20064	0.22
13.143	20182	0.22
13.147	20008	0.22
13.150	19732	0.22
13.153	19855	0.22
13.157	19969	0.22
13.160	19820	0.22
13.163	19894	0.22
13.167	20090	0.22
13.170	20009	0.22
13.173	19869	0.22
13.177	19735	0.22
13.180	19514	0.22
13.183	19242	0.21
13.187	19344	0.22
13.190	19779	0.22
13.193	19829	0.22
13.197	19875	0.22
13.200	19979	0.22
13.203	19928	0.22
13.207	19947	0.22
13.210	20009	0.22
13.213	19778	0.22
13.217	19236	0.21
13.220	19304	0.21
13.223	19469	0.22
13.227	19621	0.22
13.230	19542	0.22
13.233	19321	0.22
13.237	19279	0.21
13.240	19281	0.21
