Ret.Time	Absolute Intensity	Relative Intensity
4.847	32217	0.71
4.850	32521	0.72
4.853	32549	0.72
4.857	32461	0.72
4.860	31996	0.71
4.863	32124	0.71
4.867	32197	0.71
4.870	32524	0.72
4.873	32818	0.72
4.877	32964	0.73
4.880	33270	0.73
4.883	33606	0.74
4.887	32983	0.73
4.890	32747	0.72
4.893	33439	0.74
4.897	33818	0.75
4.900	34388	0.76
4.903	35291	0.78
4.907	36077	0.80
4.910	37722	0.83
4.913	39748	0.88
4.917	42498	0.94
4.920	44985	0.99
4.923	45647	1.01
4.927	45622	1.01
4.930	45366	1.00
4.933	43903	0.97
4.937	40565	0.89
4.940	38089	0.84
4.943	36165	0.80
4.947	35046	0.77
4.950	34311	0.76
4.953	33833	0.75
4.957	33946	0.75
4.960	34954	0.77
4.963	36452	0.80
4.967	36862	0.81
4.970	37153	0.82
4.973	38141	0.84
4.977	38643	0.85
4.980	38806	0.86
4.983	38959	0.86
4.987	38697	0.85
4.990	37247	0.82
4.993	36479	0.80
4.997	36295	0.80
5.000	35141	0.77
5.003	34251	0.75
5.007	33527	0.74
5.010	33332	0.73
5.013	33394	0.74
5.017	33074	0.73
5.020	32878	0.72
5.023	33091	0.73
5.027	33196	0.73
5.030	33297	0.73
5.033	32920	0.73
5.037	32437	0.71
5.040	32998	0.73
5.043	34409	0.76
5.047	34827	0.77
5.050	34817	0.77
5.053	35031	0.77
5.057	35362	0.78
5.060	35822	0.79
5.063	35974	0.79
5.067	35795	0.79
5.070	36146	0.80
5.073	36956	0.81
5.077	38350	0.85
5.080	38958	0.86
5.083	38818	0.86
5.087	38814	0.86
5.090	38827	0.86
5.093	37981	0.84
5.097	36606	0.81
5.100	36235	0.80
5.103	35970	0.79
5.107	35849	0.79
5.110	36022	0.79
5.113	36384	0.80
5.117	37144	0.82
5.120	37806	0.83
5.123	38097	0.84
5.127	37855	0.83
5.130	37653	0.83
5.133	37431	0.83
5.137	37422	0.82
5.140	37733	0.83
5.143	37983	0.84
5.147	37715	0.83
5.150	37175	0.82
5.153	36818	0.81
5.157	36298	0.80
5.160	36065	0.79
5.163	36030	0.79
5.167	35740	0.79
5.170	35758	0.79
5.173	35775	0.79
5.177	35622	0.79
5.180	35592	0.78
5.183	35798	0.79
5.187	36517	0.80
5.190	37769	0.83
5.193	37542	0.83
5.197	36415	0.80
5.200	35975	0.79
5.203	35938	0.79
5.207	36298	0.80
5.210	36582	0.81
5.213	36234	0.80
5.217	36135	0.80
5.220	36081	0.80
5.223	36083	0.80
5.227	36928	0.81
5.230	39164	0.86
5.233	42289	0.93
5.237	46692	1.03
5.240	51248	1.13
5.243	56405	1.24
5.247	60761	1.34
5.250	61589	1.36
5.253	61175	1.35
5.257	57962	1.28
5.260	53758	1.18
5.263	49811	1.10
5.267	46630	1.03
5.270	44738	0.99
5.273	43179	0.95
5.277	42374	0.93
5.280	42170	0.93
5.283	41628	0.92
5.287	40524	0.89
5.290	40137	0.88
5.293	40383	0.89
5.297	41052	0.90
5.300	41666	0.92
5.303	42524	0.94
5.307	42892	0.95
5.310	41701	0.92
5.313	40548	0.89
5.317	40397	0.89
5.320	40421	0.89
5.323	39468	0.87
5.327	38800	0.86
5.330	38201	0.84
5.333	37677	0.83
5.337	37197	0.82
5.340	36843	0.81
5.343	36578	0.81
5.347	36648	0.81
5.350	37235	0.82
5.353	37450	0.83
5.357	37051	0.82
5.360	36807	0.81
5.363	37290	0.82
5.367	36992	0.82
5.370	36885	0.81
5.373	37413	0.82
5.377	37944	0.84
5.380	38064	0.84
5.383	37652	0.83
5.387	37062	0.82
5.390	36787	0.81
5.393	36473	0.80
5.397	36290	0.80
5.400	36447	0.80
5.403	36692	0.81
5.407	36840	0.81
5.410	37352	0.82
5.413	38715	0.85
5.417	40159	0.89
5.420	41618	0.92
5.423	43787	0.97
5.427	44032	0.97
5.430	43941	0.97
5.433	42698	0.94
5.437	41095	0.91
5.440	40030	0.88
5.443	38365	0.85
5.447	37398	0.82
5.450	36823	0.81
5.453	36329	0.80
5.457	36354	0.80
5.460	35956	0.79
5.463	35083	0.77
5.467	34777	0.77
5.470	34778	0.77
5.473	34815	0.77
5.477	35483	0.78
5.480	35738	0.79
5.483	36064	0.79
5.487	36617	0.81
5.490	37970	0.84
5.493	38579	0.85
5.497	38553	0.85
5.500	38656	0.85
5.503	39373	0.87
5.507	40364	0.89
5.510	40202	0.89
5.513	39559	0.87
5.517	39798	0.88
5.520	40545	0.89
5.523	40431	0.89
5.527	40687	0.90
5.530	41699	0.92
5.533	42016	0.93
5.537	42030	0.93
5.540	41943	0.92
5.543	41974	0.93
5.547	41919	0.92
5.550	42043	0.93
5.553	42307	0.93
5.557	42459	0.94
5.560	42316	0.93
5.563	41870	0.92
5.567	41989	0.93
5.570	42362	0.93
5.573	42294	0.93
5.577	42222	0.93
5.580	42008	0.93
5.583	41599	0.92
5.587	41516	0.92
5.590	41593	0.92
5.593	41839	0.92
5.597	42286	0.93
5.600	42587	0.94
5.603	42328	0.93
5.607	42280	0.93
5.610	42329	0.93
5.613	41836	0.92
5.617	41304	0.91
5.620	41472	0.91
5.623	42053	0.93
5.627	42592	0.94
5.630	42517	0.94
5.633	42056	0.93
5.637	41921	0.92
5.640	42237	0.93
5.643	42639	0.94
5.647	43092	0.95
5.650	43198	0.95
5.653	42848	0.94
5.657	43707	0.96
5.660	44388	0.98
5.663	43963	0.97
5.667	42600	0.94
5.670	41652	0.92
5.673	41353	0.91
5.677	41800	0.92
5.680	41836	0.92
5.683	41588	0.92
5.687	41263	0.91
5.690	40706	0.90
5.693	39190	0.86
5.697	38834	0.86
5.700	38660	0.85
5.703	38196	0.84
5.707	37848	0.83
5.710	37205	0.82
5.713	36815	0.81
5.717	36544	0.81
5.720	36270	0.80
5.723	36075	0.80
5.727	36160	0.80
5.730	36616	0.81
5.733	36648	0.81
5.737	36441	0.80
5.740	35926	0.79
5.743	35804	0.79
5.747	36317	0.80
5.750	36568	0.81
5.753	35651	0.79
5.757	34207	0.75
5.760	34166	0.75
5.763	34523	0.76
5.767	35030	0.77
5.770	34692	0.76
5.773	34078	0.75
5.777	34812	0.77
5.780	36398	0.80
5.783	37367	0.82
5.787	37834	0.83
5.790	38089	0.84
5.793	37651	0.83
5.797	36271	0.80
5.800	35327	0.78
5.803	35020	0.77
5.807	34280	0.76
5.810	33404	0.74
5.813	32475	0.72
5.817	31994	0.71
5.820	32593	0.72
5.823	33702	0.74
5.827	33935	0.75
5.830	33616	0.74
5.833	33503	0.74
5.837	33277	0.73
5.840	32531	0.72
5.843	31909	0.70
5.847	31437	0.69
5.850	31248	0.69
5.853	31321	0.69
5.857	31479	0.69
5.860	31906	0.70
5.863	31759	0.70
5.867	31463	0.69
5.870	31454	0.69
5.873	31664	0.70
5.877	31714	0.70
5.880	31600	0.70
5.883	31701	0.70
5.887	32153	0.71
5.890	33562	0.74
5.893	35065	0.77
5.897	36923	0.81
5.900	39323	0.87
5.903	40025	0.88
5.907	40489	0.89
5.910	40540	0.89
5.913	39568	0.87
5.917	37040	0.82
5.920	36188	0.80
5.923	34812	0.77
5.927	32553	0.72
5.930	31015	0.68
5.933	30407	0.67
5.937	30444	0.67
5.940	30513	0.67
5.943	30730	0.68
5.947	31096	0.69
5.950	31554	0.70
5.953	32387	0.71
5.957	33937	0.75
5.960	35411	0.78
5.963	36310	0.80
5.967	36388	0.80
5.970	36451	0.80
5.973	36396	0.80
5.977	35344	0.78
5.980	33912	0.75
5.983	33080	0.73
5.987	31833	0.70
5.990	31069	0.68
5.993	30751	0.68
5.997	30390	0.67
6.000	30149	0.66
6.003	30324	0.67
6.007	30144	0.66
6.010	29506	0.65
6.013	29319	0.65
6.017	29835	0.66
6.020	29984	0.66
6.023	29677	0.65
6.027	29905	0.66
6.030	30458	0.67
6.033	30782	0.68
6.037	30733	0.68
6.040	30790	0.68
6.043	30704	0.68
6.047	29883	0.66
6.050	29717	0.65
6.053	30022	0.66
6.057	29148	0.64
6.060	28871	0.64
6.063	29059	0.64
6.067	28522	0.63
6.070	28053	0.62
6.073	27547	0.61
6.077	27237	0.60
6.080	27733	0.61
6.083	28035	0.62
6.087	28451	0.63
6.090	28321	0.62
6.093	28190	0.62
6.097	27813	0.61
6.100	27897	0.61
6.103	28135	0.62
6.107	28014	0.62
6.110	27788	0.61
6.113	27995	0.62
6.117	28413	0.63
6.120	28390	0.63
6.123	28116	0.62
6.127	27895	0.61
6.130	27646	0.61
6.133	27778	0.61
6.137	27901	0.61
6.140	27563	0.61
6.143	26794	0.59
6.147	26545	0.59
6.150	26437	0.58
6.153	26544	0.59
6.157	26084	0.57
6.160	25710	0.57
6.163	25623	0.56
6.167	25816	0.57
6.170	26047	0.57
6.173	26276	0.58
6.177	26454	0.58
6.180	26688	0.59
6.183	26784	0.59
6.187	26796	0.59
6.190	26701	0.59
6.193	26461	0.58
6.197	26012	0.57
6.200	25905	0.57
6.203	26207	0.58
6.207	26126	0.58
6.210	25796	0.57
6.213	25975	0.57
6.217	26026	0.57
6.220	25807	0.57
6.223	26204	0.58
6.227	26403	0.58
6.230	26211	0.58
6.233	25825	0.57
6.237	25374	0.56
6.240	25481	0.56
6.243	25547	0.56
6.247	25357	0.56
6.250	24851	0.55
6.253	24040	0.53
6.257	23975	0.53
6.260	24539	0.54
6.263	24539	0.54
6.267	24042	0.53
6.270	23625	0.52
6.273	23452	0.52
6.277	23512	0.52
6.280	23710	0.52
6.283	23972	0.53
6.287	24137	0.53
6.290	23892	0.53
6.293	23423	0.52
6.297	23607	0.52
6.300	24631	0.54
6.303	25132	0.55
6.307	25556	0.56
6.310	26094	0.58
6.313	26174	0.58
6.317	25479	0.56
6.320	25021	0.55
6.323	25127	0.55
6.327	25467	0.56
6.330	25812	0.57
6.333	26800	0.59
6.337	27738	0.61
6.340	27655	0.61
6.343	27489	0.61
6.347	27340	0.60
6.350	26310	0.58
6.353	24938	0.55
6.357	24315	0.54
6.360	24937	0.55
6.363	25739	0.57
6.367	26020	0.57
6.370	26418	0.58
6.373	27076	0.60
6.377	27152	0.60
6.380	26879	0.59
6.383	26497	0.58
6.387	25692	0.57
6.390	24506	0.54
6.393	23498	0.52
6.397	23308	0.51
6.400	23375	0.52
6.403	23420	0.52
6.407	23344	0.51
6.410	23292	0.51
6.413	23266	0.51
6.417	23395	0.52
6.420	23678	0.52
6.423	24133	0.53
6.427	24909	0.55
6.430	26004	0.57
6.433	26779	0.59
6.437	27258	0.60
6.440	27661	0.61
6.443	27547	0.61
6.447	27085	0.60
6.450	26824	0.59
6.453	27042	0.60
6.457	27004	0.60
6.460	26666	0.59
6.463	26575	0.59
6.467	27333	0.60
6.470	28453	0.63
6.473	30250	0.67
6.477	30483	0.67
6.480	30432	0.67
6.483	29801	0.66
6.487	27942	0.62
6.490	27137	0.60
6.493	26348	0.58
6.497	24741	0.55
6.500	23628	0.52
6.503	23433	0.52
6.507	23393	0.52
6.510	23338	0.51
6.513	23280	0.51
6.517	23267	0.51
6.520	23295	0.51
6.523	23369	0.52
6.527	23293	0.51
6.530	23326	0.51
6.533	23359	0.51
6.537	23332	0.51
6.540	23225	0.51
6.543	23229	0.51
6.547	23263	0.51
6.550	23310	0.51
6.553	23357	0.51
6.557	23320	0.51
6.560	23401	0.52
6.563	23450	0.52
6.567	23422	0.52
6.570	23350	0.51
6.573	23073	0.51
6.577	22812	0.50
6.580	23146	0.51
6.583	23628	0.52
6.587	25237	0.56
6.590	26526	0.58
6.593	27639	0.61
6.597	29286	0.65
6.600	30305	0.67
6.603	30405	0.67
6.607	30254	0.67
6.610	28860	0.64
6.613	27162	0.60
6.617	25602	0.56
6.620	25125	0.55
6.623	24612	0.54
6.627	23704	0.52
6.630	23499	0.52
6.633	23530	0.52
6.637	23587	0.52
6.640	23419	0.52
6.643	23537	0.52
6.647	23567	0.52
6.650	23545	0.52
6.653	23640	0.52
6.657	23683	0.52
6.660	23907	0.53
6.663	25316	0.56
6.667	27608	0.61
6.670	31275	0.69
6.673	36160	0.80
6.677	39553	0.87
6.680	41227	0.91
6.683	41454	0.91
6.687	40982	0.90
6.690	38429	0.85
6.693	35008	0.77
6.697	31232	0.69
6.700	28341	0.62
6.703	27331	0.60
6.707	26889	0.59
6.710	26321	0.58
6.713	25179	0.55
6.717	24041	0.53
6.720	23838	0.53
6.723	24045	0.53
6.727	24020	0.53
6.730	24111	0.53
6.733	23979	0.53
6.737	23479	0.52
6.740	22942	0.51
6.743	22904	0.50
6.747	23153	0.51
6.750	23274	0.51
6.753	23032	0.51
6.757	23155	0.51
6.760	23617	0.52
6.763	23543	0.52
6.767	23202	0.51
6.770	23222	0.51
6.773	23811	0.52
6.777	24053	0.53
6.780	24421	0.54
6.783	25779	0.57
6.787	26762	0.59
6.790	27068	0.60
6.793	26888	0.59
6.797	26033	0.57
6.800	25433	0.56
6.803	24742	0.55
6.807	24090	0.53
6.810	23615	0.52
6.813	22829	0.50
6.817	22708	0.50
6.820	22729	0.50
6.823	22520	0.50
6.827	22473	0.50
6.830	22554	0.50
6.833	22565	0.50
6.837	22704	0.50
6.840	23059	0.51
6.843	22716	0.50
6.847	22431	0.49
6.850	22537	0.50
6.853	22833	0.50
6.857	23348	0.51
6.860	23573	0.52
6.863	23693	0.52
6.867	23502	0.52
6.870	23563	0.52
6.873	23687	0.52
6.877	23584	0.52
6.880	23546	0.52
6.883	23834	0.53
6.887	23764	0.52
6.890	24577	0.54
6.893	26955	0.59
6.897	28265	0.62
6.900	28654	0.63
6.903	28527	0.63
6.907	27799	0.61
6.910	27917	0.62
6.913	27923	0.62
6.917	27452	0.61
6.920	27208	0.60
6.923	27392	0.60
6.927	27301	0.60
6.930	26871	0.59
6.933	26135	0.58
6.937	25311	0.56
6.940	24786	0.55
6.943	24587	0.54
6.947	24295	0.54
6.950	24041	0.53
6.953	24035	0.53
6.957	23824	0.53
6.960	23649	0.52
6.963	23533	0.52
6.967	23620	0.52
6.970	23742	0.52
6.973	23735	0.52
6.977	23798	0.52
6.980	24529	0.54
6.983	24952	0.55
6.987	25427	0.56
6.990	26746	0.59
6.993	27832	0.61
6.997	28220	0.62
7.000	28201	0.62
7.003	28134	0.62
7.007	27311	0.60
7.010	25943	0.57
7.013	24784	0.55
7.017	23864	0.53
7.020	23435	0.52
7.023	23215	0.51
7.027	23207	0.51
7.030	23471	0.52
7.033	23543	0.52
7.037	23542	0.52
7.040	23609	0.52
7.043	23690	0.52
7.047	23622	0.52
7.050	23577	0.52
7.053	23666	0.52
7.057	23969	0.53
7.060	24374	0.54
7.063	25069	0.55
7.067	26142	0.58
7.070	26538	0.58
7.073	26668	0.59
7.077	26694	0.59
7.080	26169	0.58
7.083	24993	0.55
7.087	24382	0.54
7.090	24102	0.53
7.093	24023	0.53
7.097	23800	0.52
7.100	23470	0.52
7.103	23465	0.52
7.107	23427	0.52
7.110	23172	0.51
7.113	23330	0.51
7.117	24034	0.53
7.120	24351	0.54
7.123	24437	0.54
7.127	26155	0.58
7.130	28777	0.63
7.133	31182	0.69
7.137	33357	0.74
7.140	35154	0.77
7.143	35344	0.78
7.147	35239	0.78
7.150	33605	0.74
7.153	31462	0.69
7.157	29251	0.64
7.160	26897	0.59
7.163	24782	0.55
7.167	24376	0.54
7.170	24474	0.54
7.173	24358	0.54
7.177	24312	0.54
7.180	24444	0.54
7.183	24462	0.54
7.187	24469	0.54
7.190	23950	0.53
7.193	23277	0.51
7.197	23193	0.51
7.200	23548	0.52
7.203	23185	0.51
7.207	22308	0.49
7.210	22161	0.49
7.213	22238	0.49
7.217	22231	0.49
7.220	22221	0.49
7.223	21909	0.48
7.227	22295	0.49
7.230	22442	0.49
7.233	22133	0.49
7.237	22269	0.49
7.240	22190	0.49
7.243	21973	0.48
7.247	21928	0.48
7.250	21866	0.48
7.253	21554	0.48
7.257	21555	0.48
7.260	21319	0.47
7.263	20919	0.46
7.267	20730	0.46
7.270	20680	0.46
7.273	20651	0.46
7.277	20447	0.45
7.280	20535	0.45
7.283	20747	0.46
7.287	20741	0.46
7.290	20719	0.46
7.293	20785	0.46
7.297	20986	0.46
7.300	21091	0.46
7.303	21162	0.47
7.307	21193	0.47
7.310	21233	0.47
7.313	21112	0.47
7.317	21205	0.47
7.320	21296	0.47
7.323	21519	0.47
7.327	22292	0.49
7.330	23197	0.51
7.333	23470	0.52
7.337	23563	0.52
7.340	23301	0.51
7.343	23331	0.51
7.347	23069	0.51
7.350	22502	0.50
7.353	22654	0.50
7.357	23133	0.51
7.360	23577	0.52
7.363	25042	0.55
7.367	25754	0.57
7.370	25807	0.57
7.373	25723	0.57
7.377	25769	0.57
7.380	25786	0.57
7.383	25823	0.57
7.387	25725	0.57
7.390	23909	0.53
7.393	23048	0.51
7.397	22608	0.50
7.400	21641	0.48
7.403	21209	0.47
7.407	21128	0.47
7.410	21124	0.47
7.413	21164	0.47
7.417	21307	0.47
7.420	21646	0.48
7.423	21872	0.48
7.427	22485	0.50
7.430	23054	0.51
7.433	23246	0.51
7.437	23310	0.51
7.440	23232	0.51
7.443	23058	0.51
7.447	23069	0.51
7.450	23167	0.51
7.453	23183	0.51
7.457	23140	0.51
7.460	22779	0.50
7.463	22698	0.50
7.467	22698	0.50
7.470	22477	0.50
7.473	21395	0.47
7.477	20618	0.45
7.480	20205	0.45
7.483	20416	0.45
7.487	20613	0.45
7.490	20593	0.45
7.493	20775	0.46
7.497	20842	0.46
7.500	20692	0.46
7.503	20592	0.45
7.507	20400	0.45
7.510	20336	0.45
7.513	20273	0.45
7.517	19876	0.44
7.520	20047	0.44
7.523	20241	0.45
7.527	20255	0.45
7.530	19983	0.44
7.533	20010	0.44
7.537	20622	0.45
7.540	21186	0.47
7.543	21017	0.46
7.547	20964	0.46
7.550	21087	0.46
7.553	20944	0.46
7.557	20673	0.46
7.560	20556	0.45
7.563	20503	0.45
7.567	20440	0.45
7.570	20477	0.45
7.573	20589	0.45
7.577	20798	0.46
7.580	20968	0.46
7.583	21683	0.48
7.587	22344	0.49
7.590	22324	0.49
7.593	22160	0.49
7.597	22195	0.49
7.600	22205	0.49
7.603	22082	0.49
7.607	21868	0.48
7.610	21921	0.48
7.613	22266	0.49
7.617	22551	0.50
7.620	22741	0.50
7.623	22668	0.50
7.627	22676	0.50
7.630	23052	0.51
7.633	23338	0.51
7.637	23151	0.51
7.640	22873	0.50
7.643	22877	0.50
7.647	22769	0.50
7.650	22255	0.49
7.653	22062	0.49
7.657	22412	0.49
7.660	22294	0.49
7.663	21468	0.47
7.667	21605	0.48
7.670	22032	0.49
7.673	22191	0.49
7.677	22091	0.49
7.680	21977	0.48
7.683	22017	0.49
7.687	22136	0.49
7.690	22368	0.49
7.693	22548	0.50
7.697	22741	0.50
7.700	22684	0.50
7.703	22360	0.49
7.707	22329	0.49
7.710	22388	0.49
7.713	22026	0.49
7.717	22140	0.49
7.720	22069	0.49
7.723	21812	0.48
7.727	21471	0.47
7.730	21426	0.47
7.733	21704	0.48
7.737	22331	0.49
7.740	22839	0.50
7.743	22945	0.51
7.747	22960	0.51
7.750	22754	0.50
7.753	22344	0.49
7.757	22188	0.49
7.760	22352	0.49
7.763	22520	0.50
7.767	22840	0.50
7.770	23586	0.52
7.773	24459	0.54
7.777	24534	0.54
7.780	24794	0.55
7.783	24643	0.54
7.787	23839	0.53
7.790	23345	0.51
7.793	23419	0.52
7.797	24629	0.54
7.800	25987	0.57
7.803	27817	0.61
7.807	28723	0.63
7.810	28594	0.63
7.813	27660	0.61
7.817	26279	0.58
7.820	24978	0.55
7.823	23939	0.53
7.827	23448	0.52
7.830	23323	0.51
7.833	23275	0.51
7.837	23193	0.51
7.840	23171	0.51
7.843	23333	0.51
7.847	23210	0.51
7.850	22563	0.50
7.853	21957	0.48
7.857	21707	0.48
7.860	21289	0.47
7.863	20618	0.45
7.867	20738	0.46
7.870	21533	0.47
7.873	22142	0.49
7.877	22714	0.50
7.880	23223	0.51
7.883	23157	0.51
7.887	23266	0.51
7.890	23658	0.52
7.893	23560	0.52
7.897	23201	0.51
7.900	22323	0.49
7.903	21876	0.48
7.907	22071	0.49
7.910	22178	0.49
7.913	22118	0.49
7.917	21842	0.48
7.920	21336	0.47
7.923	21108	0.47
7.927	21196	0.47
7.930	21127	0.47
7.933	21461	0.47
7.937	21590	0.48
7.940	21288	0.47
7.943	21367	0.47
7.947	21479	0.47
7.950	21482	0.47
7.953	21773	0.48
7.957	21943	0.48
7.960	21863	0.48
7.963	21535	0.47
7.967	21541	0.47
7.970	21497	0.47
7.973	21408	0.47
7.977	21046	0.46
7.980	20774	0.46
7.983	21146	0.47
7.987	21464	0.47
7.990	21052	0.46
7.993	20627	0.45
7.997	20716	0.46
8.000	20766	0.46
8.003	20421	0.45
8.007	20186	0.44
8.010	20394	0.45
8.013	20483	0.45
8.017	20902	0.46
8.020	21000	0.46
8.023	20864	0.46
8.027	20606	0.45
8.030	20291	0.45
8.033	20561	0.45
8.037	20648	0.46
8.040	20369	0.45
8.043	20137	0.44
8.047	20181	0.44
8.050	20468	0.45
8.053	20483	0.45
8.057	20239	0.45
8.060	20213	0.45
8.063	20490	0.45
8.067	20688	0.46
8.070	20544	0.45
8.073	20197	0.45
8.077	20088	0.44
8.080	20164	0.44
8.083	20128	0.44
8.087	20121	0.44
8.090	20173	0.44
8.093	20137	0.44
8.097	20257	0.45
8.100	20306	0.45
8.103	20227	0.45
8.107	20153	0.44
8.110	20132	0.44
8.113	20247	0.45
8.117	20243	0.45
8.120	20221	0.45
8.123	20458	0.45
8.127	20673	0.46
8.130	20682	0.46
8.133	20554	0.45
8.137	20408	0.45
8.140	20341	0.45
8.143	20285	0.45
8.147	20361	0.45
8.150	20342	0.45
8.153	20922	0.46
8.157	21287	0.47
8.160	22004	0.48
8.163	23385	0.52
8.167	23609	0.52
8.170	23794	0.52
8.173	23845	0.53
8.177	23681	0.52
8.180	23630	0.52
8.183	23466	0.52
8.187	22205	0.49
8.190	21146	0.47
8.193	20992	0.46
8.197	20723	0.46
8.200	20806	0.46
8.203	21257	0.47
8.207	21172	0.47
8.210	20758	0.46
8.213	20668	0.46
8.217	20622	0.45
8.220	20719	0.46
8.223	21005	0.46
8.227	21274	0.47
8.230	21828	0.48
8.233	22440	0.49
8.237	22900	0.50
8.240	23248	0.51
8.243	23326	0.51
8.247	23431	0.52
8.250	23390	0.52
8.253	22875	0.50
8.257	22653	0.50
8.260	22681	0.50
8.263	22324	0.49
8.267	22172	0.49
8.270	22558	0.50
8.273	22845	0.50
8.277	23384	0.52
8.280	23783	0.52
8.283	24055	0.53
8.287	25450	0.56
8.290	25898	0.57
8.293	25599	0.56
8.297	25137	0.55
8.300	24915	0.55
8.303	24364	0.54
8.307	24061	0.53
8.310	23619	0.52
8.313	22657	0.50
8.317	21677	0.48
8.320	21783	0.48
8.323	21444	0.47
8.327	21383	0.47
8.330	21537	0.47
8.333	22775	0.50
8.337	23839	0.53
8.340	24531	0.54
8.343	26263	0.58
8.347	28838	0.64
8.350	30411	0.67
8.353	31537	0.70
8.357	32357	0.71
8.360	32340	0.71
8.363	31564	0.70
8.367	29949	0.66
8.370	29559	0.65
8.373	28803	0.63
8.377	27080	0.60
8.380	26457	0.58
8.383	26351	0.58
8.387	26325	0.58
8.390	25984	0.57
8.393	25640	0.57
8.397	25572	0.56
8.400	26241	0.58
8.403	26648	0.59
8.407	26491	0.58
8.410	26306	0.58
8.413	26551	0.59
8.417	26695	0.59
8.420	26472	0.58
8.423	26294	0.58
8.427	26075	0.57
8.430	25817	0.57
8.433	25612	0.56
8.437	25602	0.56
8.440	25687	0.57
8.443	25616	0.56
8.447	25593	0.56
8.450	25657	0.57
8.453	25768	0.57
8.457	26056	0.57
8.460	26709	0.59
8.463	27485	0.61
8.467	28165	0.62
8.470	28555	0.63
8.473	28975	0.64
8.477	30065	0.66
8.480	30797	0.68
8.483	30814	0.68
8.487	30265	0.67
8.490	28922	0.64
8.493	27974	0.62
8.497	27410	0.60
8.500	27220	0.60
8.503	27152	0.60
8.507	27297	0.60
8.510	27374	0.60
8.513	27227	0.60
8.517	27157	0.60
8.520	26931	0.59
8.523	26207	0.58
8.527	26321	0.58
8.530	27029	0.60
8.533	27195	0.60
8.537	27231	0.60
8.540	27507	0.61
8.543	27666	0.61
8.547	27828	0.61
8.550	27913	0.62
8.553	28183	0.62
8.557	28305	0.62
8.560	28083	0.62
8.563	27632	0.61
8.567	27738	0.61
8.570	27813	0.61
8.573	27953	0.62
8.577	28172	0.62
8.580	28031	0.62
8.583	27786	0.61
8.587	27380	0.60
8.590	26921	0.59
8.593	27227	0.60
8.597	27776	0.61
8.600	27926	0.62
8.603	27765	0.61
8.607	27676	0.61
8.610	28050	0.62
8.613	28067	0.62
8.617	26978	0.59
8.620	25231	0.56
8.623	24799	0.55
8.627	24076	0.53
8.630	23766	0.52
8.633	23674	0.52
8.637	23309	0.51
8.640	23039	0.51
8.643	23143	0.51
8.647	23539	0.52
8.650	23937	0.53
8.653	24688	0.54
8.657	25838	0.57
8.660	26668	0.59
8.663	26158	0.58
8.667	25394	0.56
8.670	24811	0.55
8.673	24454	0.54
8.677	23620	0.52
8.680	23224	0.51
8.683	23078	0.51
8.687	22875	0.50
8.690	22814	0.50
8.693	22734	0.50
8.697	22680	0.50
8.700	22764	0.50
8.703	23009	0.51
8.707	23364	0.51
8.710	23436	0.52
8.713	23531	0.52
8.717	23605	0.52
8.720	23898	0.53
8.723	23889	0.53
8.727	23592	0.52
8.730	23307	0.51
8.733	22998	0.51
8.737	22911	0.50
8.740	22918	0.51
8.743	22505	0.50
8.747	22478	0.50
8.750	22906	0.50
8.753	22744	0.50
8.757	23311	0.51
8.760	23420	0.52
8.763	23355	0.51
8.767	23278	0.51
8.770	23244	0.51
8.773	23496	0.52
8.777	24220	0.53
8.780	24678	0.54
8.783	24893	0.55
8.787	24951	0.55
8.790	25475	0.56
8.793	27055	0.60
8.797	27831	0.61
8.800	27945	0.62
8.803	27958	0.62
8.807	27754	0.61
8.810	26573	0.59
8.813	25798	0.57
8.817	25623	0.56
8.820	24901	0.55
8.823	24183	0.53
8.827	23989	0.53
8.830	24013	0.53
8.833	24255	0.53
8.837	24099	0.53
8.840	23881	0.53
8.843	23948	0.53
8.847	23802	0.52
8.850	23499	0.52
8.853	23399	0.52
8.857	23383	0.52
8.860	23173	0.51
8.863	23002	0.51
8.867	23223	0.51
8.870	23412	0.52
8.873	23734	0.52
8.877	24341	0.54
8.880	24694	0.54
8.883	24589	0.54
8.887	24258	0.53
8.890	23539	0.52
8.893	23044	0.51
8.897	22810	0.50
8.900	22791	0.50
8.903	22808	0.50
8.907	22709	0.50
8.910	22606	0.50
8.913	22774	0.50
8.917	22877	0.50
8.920	23017	0.51
8.923	23210	0.51
8.927	23266	0.51
8.930	23184	0.51
8.933	22988	0.51
8.937	22658	0.50
8.940	22068	0.49
8.943	22040	0.49
8.947	22117	0.49
8.950	21862	0.48
8.953	21699	0.48
8.957	21730	0.48
8.960	21849	0.48
8.963	21965	0.48
8.967	21936	0.48
8.970	21643	0.48
8.973	21503	0.47
8.977	21569	0.48
8.980	21696	0.48
8.983	22075	0.49
8.987	22757	0.50
8.990	23780	0.52
8.993	26209	0.58
8.997	28437	0.63
9.000	32262	0.71
9.003	36430	0.80
9.007	40280	0.89
9.010	42696	0.94
9.013	43680	0.96
9.017	43579	0.96
9.020	40690	0.90
9.023	36426	0.80
9.027	32275	0.71
9.030	29498	0.65
9.033	28029	0.62
9.037	26503	0.58
9.040	26246	0.58
9.043	26481	0.58
9.047	26493	0.58
9.050	25588	0.56
9.053	23385	0.52
9.057	22811	0.50
9.060	22901	0.50
9.063	22713	0.50
9.067	21367	0.47
9.070	20831	0.46
9.073	20807	0.46
9.077	20940	0.46
